"Game","Count","PopularityCategory"
"prince-of-persia-warrior-within",1,"Not so popular"
"avernum-2-crystal-souls",1,"Not so popular"
"20xx",1,"Not so popular"
"nba2k18",1,"Not so popular"
"serious-sam-2",1,"Not so popular"
"serious-sam-next-encounter",1,"Not so popular"
"ultima-runes-of-virtue-2",1,"Not so popular"
"star-wars-galactic-battlegrounds",1,"Not so popular"
"star-wars-force-collection",1,"Not so popular"
"star-wars-jedi-knight-dark-forces-2",1,"Not so popular"
"star-wars-jedi-knight-series",1,"Not so popular"
"you-found-the-grappling-hook",1,"Not so popular"
"star-wars-x-wing-versus-tie-fighter",1,"Not so popular"
"james-camerons-avatar-the-game",1,"Not so popular"
"battlestar-galactica-online",1,"Not so popular"
"big-time-gangsta",1,"Not so popular"
"black-prophecy",1,"Not so popular"
"blazblue-chrono-phantasma-extend",1,"Not so popular"
"blazblue-calamity-trigger",1,"Not so popular"
"art-academy-second-semester",1,"Not so popular"
"box-it-2-sokoban",1,"Not so popular"
"giana-sisters-twisted-dreams",1,"Not so popular"
"yu-gi-oh-gx-beginning-of-destiny",1,"Not so popular"
"avorion",1,"Not so popular"
"love-live-school-idol-festival",1,"Not so popular"
"h3vr",1,"Not so popular"
"windowframe",1,"Not so popular"
"angry-video-game-nerd-adventures",1,"Not so popular"
"worms-forts-under-siege",1,"Not so popular"
"rpg-maker-xp",1,"Not so popular"
"command-and-conquer-kanes-wrath",1,"Not so popular"
"song-of-the-deep",1,"Not so popular"
"project-cars-2",1,"Not so popular"
"myst-5-end-of-ages",1,"Not so popular"
"archlord-2",1,"Not so popular"
"zelda-a-link-to-the-past-randomizer",1,"Not so popular"
"kings-quest-4",1,"Not so popular"
"record-of-agarest-war",1,"Not so popular"
"ayakashi-ghost-guild",1,"Not so popular"
"the-king-of-fighters-97",1,"Not so popular"
"final-fantasy-all-the-bravest",1,"Not so popular"
"forced-showdown",1,"Not so popular"
"sonic-heroes",1,"Not so popular"
"pro-evolution-soccer-5",1,"Not so popular"
"atelier-annie-alchemists-of-si",1,"Not so popular"
"vtech-kidizoom-camera-pix",1,"Not so popular"
"supertux",1,"Not so popular"
"iconoclasts",1,"Not so popular"
"batman-arkham-origins-blackgate",1,"Not so popular"
"batman-the-telltale-series",1,"Not so popular"
"men-of-war-assault-squad-2",1,"Not so popular"
"avadon-the-black-fortress",1,"Not so popular"
"close-combat-last-stand-arnhem",1,"Not so popular"
"uru-ages-beyond-myst",1,"Not so popular"
"serious-sam-the-second-encounter",1,"Not so popular"
"fairly-oddparents-breakin-da-rules",1,"Not so popular"
"indiana-jones-infernal-machine",1,"Not so popular"
"dragster",1,"Not so popular"
"tesla-vs-lovecraft",1,"Not so popular"
"the-typing-of-the-dead-overkill",1,"Not so popular"
"8-bit-waterslide",1,"Not so popular"
"harvest-moon-tree-of-tranquility",1,"Not so popular"
"plantera-dx",1,"Not so popular"
"railway-empire",1,"Not so popular"
"universal-paperclips",1,"Not so popular"
"fortune-499",1,"Not so popular"
"we-need-to-go-deeper",1,"Not so popular"
"dokapon-kingdom",1,"Not so popular"
"captive",1,"Not so popular"
"five-nights-at-freddys-4",1,"Not so popular"
"marvel-avengers-alliance-2",1,"Not so popular"
"marvel-avengers-academy",1,"Not so popular"
"marvel-avengers-battle-for-earth",1,"Not so popular"
"fire-emblem-the-sacred-stones",1,"Not so popular"
"the-oregon-trail-american-settler",1,"Not so popular"
"red-faction-2",1,"Not so popular"
"innocent-life",1,"Not so popular"
"darwin-project",1,"Not so popular"
"duelyst",1,"Not so popular"
"superman-64",1,"Not so popular"
"dungreed",1,"Not so popular"
"the-seven-cities-of-gold",1,"Not so popular"
"fate-extra",1,"Not so popular"
"anno-2205",1,"Not so popular"
"romance-of-the-three-kingdoms-11",1,"Not so popular"
"part-time-ufo",1,"Not so popular"
"war-dragons",1,"Not so popular"
"ms-pacman-tengen",1,"Not so popular"
"the-sly-collection",1,"Not so popular"
"segasonic-the-hedgehog",1,"Not so popular"
"kleptocats-2",1,"Not so popular"
"yonder-the-cloud-catcher-chronicles",1,"Not so popular"
"bigscreen",1,"Not so popular"
"jet-set-radio-future",1,"Not so popular"
"so-many-me",1,"Not so popular"
"castlevania-the-adventure-rebirth",1,"Not so popular"
"tomena-sanner",1,"Not so popular"
"neko-android",1,"Not so popular"
"mobile-strike",1,"Not so popular"
"dead-or-alive-xtreme-2",1,"Not so popular"
"dr-robotniks-mean-bean-machine",1,"Not so popular"
"black-squad",1,"Not so popular"
"etrian-odyssey-untold-2",1,"Not so popular"
"star-ocean-5",1,"Not so popular"
"tony-hawks-proving-grounds",1,"Not so popular"
"tony-hawks-pro-skater-gbc",1,"Not so popular"
"goof-troop",1,"Not so popular"
"hadean-lands",1,"Not so popular"
"shadow-fight-3",1,"Not so popular"
"atelier-lydie-and-suelle",1,"Not so popular"
"the-bards-tale-3-thief-of-fate",1,"Not so popular"
"the-uncle-who-works-for-nintendo",1,"Not so popular"
"super-mega-baseball-2",1,"Not so popular"
"kirbys-dream-course",1,"Not so popular"
"mario-golf",1,"Not so popular"
"crystalis",1,"Not so popular"
"actraiser-2",1,"Not so popular"
"asterix",1,"Not so popular"
"tetris-attack",1,"Not so popular"
"actraiser",1,"Not so popular"
"super-mario-land",1,"Not so popular"
"warios-woods",1,"Not so popular"
"total-war-thrones-of-britannia",1,"Not so popular"
"wizardry-7",1,"Not so popular"
"quarantine-circular",1,"Not so popular"
"wwe-2k18",1,"Not so popular"
"bloodstained-curse-of-the-moon",1,"Not so popular"
"sunrider",1,"Not so popular"
"glider",1,"Not so popular"
"resident-evil-code-veronica",1,"Not so popular"
"night-in-the-woods",1,"Not so popular"
"warhammer-40k-inquisitor-martyr",1,"Not so popular"
"ml-superstar-saga-bowsers-minions",1,"Not so popular"
"digimon-rearise",1,"Not so popular"
"harvest-moon-light-of-hope",1,"Not so popular"
"arcania",1,"Not so popular"
"steel-battalion",1,"Not so popular"
"mages-of-mystralia",1,"Not so popular"
"kingsway",1,"Not so popular"
"fighting-fantasy",1,"Not so popular"
"gorn",1,"Not so popular"
"caves-of-qud",1,"Not so popular"
"asphalt-9-legends",1,"Not so popular"
"g30",1,"Not so popular"
"making-history-ii",1,"Not so popular"
"earth-defense-force-4.1",1,"Not so popular"
"ascension",1,"Not so popular"
"aspiring-artist",1,"Not so popular"
"this-is-the-police-2",1,"Not so popular"
"dig-or-die",1,"Not so popular"
"dragon-quest",1,"Not so popular"
"twin-saga",1,"Not so popular"
"exapunks",1,"Not so popular"
"iislands-of-war",1,"Not so popular"
"guacamelee-2",1,"Not so popular"
"wario-land-4",1,"Not so popular"
"carnevil",1,"Not so popular"
"mario-party-6",1,"Not so popular"
"super-starfish",1,"Not so popular"
"ys-8-lacrimosa-of-dana",1,"Not so popular"
"mighty-final-fight",1,"Not so popular"
"lacuna-passage",1,"Not so popular"
"blueprint-tycoon",1,"Not so popular"
"galaxian",1,"Not so popular"
"scum",1,"Not so popular"
"djmax-respect",1,"Not so popular"
"breathedge",1,"Not so popular"
"soul-calibur-vi",1,"Not so popular"
"die-hard",1,"Not so popular"
"d4-dark-dreams-dont-die",1,"Not so popular"
"sidewinder",1,"Not so popular"
"recursed",1,"Not so popular"
"the-spongebob-squarepants-movie",1,"Not so popular"
"animal-hot-springs",1,"Not so popular"
"arizona-sunshine",1,"Not so popular"
"star-trek-armada",1,"Not so popular"
"whats-cooking",1,"Not so popular"
"wildlife-park",1,"Not so popular"
"dead-in-vinland",1,"Not so popular"
"soul-calibur-3",1,"Not so popular"
"my-hero-ones-justice",1,"Not so popular"
"party-hard-2",1,"Not so popular"
"harry-potter-hogwarts-mystery",1,"Not so popular"
"ragnarok-mobile",1,"Not so popular"
"valkyrie-profile-2",1,"Not so popular"
"star-wars-jedi-challenges",1,"Not so popular"
"42-all-time-classics",1,"Not so popular"
"below",1,"Not so popular"
"super-mario-html5",1,"Not so popular"
"x2-the-threat",1,"Not so popular"
"persona-3-dancing-in-moonlight",1,"Not so popular"
"persona-5-dancing-in-starlight",1,"Not so popular"
"super-contra",1,"Not so popular"
"fire-emblem-thracia-776",1,"Not so popular"
"jet-island",1,"Not so popular"
"ghost-of-a-tale",1,"Not so popular"
"mechwarrior-2-31st-century-combat",1,"Not so popular"
"xonotic",1,"Not so popular"
"star-fox-adventures",1,"Not so popular"
"battletech-flashpoint",1,"Not so popular"
"resident-evil-2-1998",1,"Not so popular"
"innerspace",1,"Not so popular"
"pikuniku",1,"Not so popular"
"genesis-alpha-one",1,"Not so popular"
"protolife",1,"Not so popular"
"wargroove",1,"Not so popular"
"regalia-of-men-and-monarchs",1,"Not so popular"
"tales-of-symphonia-dotnw",1,"Not so popular"
"flatout-2",1,"Not so popular"
"splinter-cell-pandora-tomorrow",1,"Not so popular"
"half-life-2-deathmatch",1,"Not so popular"
"trials-rising",1,"Not so popular"
"toejam-and-earl-back-in-the-groove",1,"Not so popular"
"football-manager-series",1,"Not so popular"
"fire-emblem-mystery-of-the-emblem",1,"Not so popular"
"soul-worker",1,"Not so popular"
"hitman-2-2018",1,"Not so popular"
"brain-creator",1,"Not so popular"
"mega-man-11",1,"Not so popular"
"miitopia",1,"Not so popular"
"grand-summoners",1,"Not so popular"
"contra-3",1,"Not so popular"
"ultimate-general-civil-war",1,"Not so popular"
"geneforge-1",1,"Not so popular"
"syndicate",1,"Not so popular"
"mega-man-zero",1,"Not so popular"
"winning-post-9",1,"Not so popular"
"mon-research",1,"Not so popular"
"you-are-jeff-bezos",1,"Not so popular"
"temple-of-elemental-evil",1,"Not so popular"
"gods-lands-of-infnity",1,"Not so popular"
"lost-sphear",1,"Not so popular"
"headliner",1,"Not so popular"
"lilly-looking-through",1,"Not so popular"
"trexels-2",1,"Not so popular"
"evil-nun",1,"Not so popular"
"granblue-fantasy",1,"Not so popular"
"goosebumps-the-game",1,"Not so popular"
"swag-and-sorcery",1,"Not so popular"
"fight-night-champion",1,"Not so popular"
"realmyst",1,"Not so popular"
"growcastle",1,"Not so popular"
"idle-farming-empire",1,"Not so popular"
"the-first-alkahistorian-stage-3",1,"Not so popular"
"driv3r",1,"Not so popular"
"hole.io",1,"Not so popular"
"torus",1,"Not so popular"
"punch-club",1,"Not so popular"
"petworld-my-animal-rescue-premium",1,"Not so popular"
"marvel-collect",1,"Not so popular"
"steam-grand-prix",1,"Not so popular"
"another-eden",1,"Not so popular"
"the-longest-journey",1,"Not so popular"
"pax-imperia",1,"Not so popular"
"tomb-raider-the-angel-of-darkness",1,"Not so popular"
"infectonator-3",1,"Not so popular"
"the-sinking-city",1,"Not so popular"
"rise-of-industry",1,"Not so popular"
"touhou-17",1,"Not so popular"
"suikoden-3",1,"Not so popular"
"desktop-table-tennis",1,"Not so popular"
"space-1889",1,"Not so popular"
"twilight-2000",1,"Not so popular"
"infested-planet",1,"Not so popular"
"vms-empire",1,"Not so popular"
"marvel-ultimate-alliance-3",1,"Not so popular"
"silent-hill-4",1,"Not so popular"
"wheel-of-fortune-switch",1,"Not so popular"
"metro-series",1,"Not so popular"
"descent-freespace-1",1,"Not so popular"
"warlords-ii-deluxe",1,"Not so popular"
"pokemon-rumble-rush",1,"Not so popular"
"sky-children-of-the-light",1,"Not so popular"
"artificial-superintelligence",1,"Not so popular"
"monster-boy",1,"Not so popular"
"synergy",1,"Not so popular"
"opus-magnum",1,"Not so popular"
"macdows-95",1,"Not so popular"
"star-wars-trench-run",1,"Not so popular"
"sims-4-get-to-work",1,"Not so popular"
"spider-and-web",1,"Not so popular"
"gears-pop",1,"Not so popular"
"sniper-3d-assassin",1,"Not so popular"
"dark-souls-remastered",1,"Not so popular"
"idle-champions-of-forgotten-realms",1,"Not so popular"
"pokemon-rumble",1,"Not so popular"
"pvz-battle-for-neighborville",1,"Not so popular"
"endless-frontier",1,"Not so popular"
"funbridge",1,"Not so popular"
"vigor",1,"Not so popular"
"genre",1,"Not so popular"
"creature-in-the-well",1,"Not so popular"
"animal-jam-play-wild",1,"Not so popular"
"achron",1,"Not so popular"
"crying-suns",1,"Not so popular"
"trap-adventure-2",1,"Not so popular"
"astral-chain",1,"Not so popular"
"what-the-golf",1,"Not so popular"
"puzzlen-desu",1,"Not so popular"
"lego-legends-chima-lavals-journey",1,"Not so popular"
"dragon-quest-x",1,"Not so popular"
"shantae-and-the-seven-sirens",1,"Not so popular"
"construction-simulator-2015",1,"Not so popular"
"antimicro",1,"Not so popular"
"beamng.drive",1,"Not so popular"
"rico",1,"Not so popular"
"blasphemous",1,"Not so popular"
"cod-infinite-warfare-zombies",1,"Not so popular"
"cod-advanced-warfare-zombies",1,"Not so popular"
"manhunt-2",1,"Not so popular"
"blaster-master",1,"Not so popular"
"floating-sandbox",1,"Not so popular"
"aternos",1,"Not so popular"
"dungeons-3",1,"Not so popular"
"the-sandbox",1,"Not so popular"
"cod-black-ops-3-zombies",1,"Not so popular"
"dungeon-master",1,"Not so popular"
"deadcore",1,"Not so popular"
"despotism-3k",1,"Not so popular"
"six-ages-ride-like-the-wind",1,"Not so popular"
"sword-art-online-series",1,"Not so popular"
"indivisible",1,"Not so popular"
"farm-manager-2018",1,"Not so popular"
"medal-of-honor-rising-sun",1,"Not so popular"
"100-orange-juice",1,"Not so popular"
"lichess",1,"Not so popular"
"medievil-2019",1,"Not so popular"
"devil-may-cry-series",1,"Not so popular"
"double-dragon-2-the-revenge",1,"Not so popular"
"dissidia-final-fantasy-opera-omnia",1,"Not so popular"
"metal-slug-5",1,"Not so popular"
"the-interbank-incident",1,"Not so popular"
"rising-world",1,"Not so popular"
"resident-evil-2002",1,"Not so popular"
"super-princess-peach",1,"Not so popular"
"superliminal",1,"Not so popular"
"stalker-series",1,"Not so popular"
"flow-fit-sudoku",1,"Not so popular"
"soldiers-heroes-of-world-war-ii",1,"Not so popular"
"space-pirate-trainer",1,"Not so popular"
"stardrive-2",1,"Not so popular"
"legend-of-bumbo",1,"Not so popular"
"sengoku",1,"Not so popular"
"analogue-super-nt",1,"Not so popular"
"outward",1,"Not so popular"
"shantae",1,"Not so popular"
"shenmue-3",1,"Not so popular"
"trails-of-cold-steel-3",1,"Not so popular"
"aim-lab",1,"Not so popular"
"star-stable",1,"Not so popular"
"battletech-heavy-metal",1,"Not so popular"
"super-luckys-tale",1,"Not so popular"
"god-of-war-chains-of-olympus",1,"Not so popular"
"tony-hawks-project-8",1,"Not so popular"
"fire-emblem-sacred-stones",1,"Not so popular"
"mechwarrior-5",1,"Not so popular"
"spider-man-ultimate-power",1,"Not so popular"
"operation-flashpoint-dragon-rising",1,"Not so popular"
"insurgency-sandstorm",1,"Not so popular"
"capitalism",1,"Not so popular"
"tony-hawks-downhill-jam",1,"Not so popular"
"barony",1,"Not so popular"
"hulk",1,"Not so popular"
"konosuba-judgement-greedy-game",1,"Not so popular"
"totally-accurate-battle-simulator",1,"Not so popular"
"sword-art-online-infinity-moment",1,"Not so popular"
"medieval-shorts-3",1,"Not so popular"
"madden-series",1,"Not so popular"
"lego-tower",1,"Not so popular"
"corewar",1,"Not so popular"
"epic-seven",1,"Not so popular"
"neoverse",1,"Not so popular"
"life-is-strange-2",1,"Not so popular"
"captain-spirit",1,"Not so popular"
"merits-galactic-reunion",1,"Not so popular"
"silent-hunter-5",1,"Not so popular"
"qube-2",1,"Not so popular"
"rambo-deluxe",1,"Not so popular"
"snowball-io",1,"Not so popular"
"yooka-laylee-impossible-lair",1,"Not so popular"
"arknights",1,"Not so popular"
"the-game-of-life",1,"Not so popular"
"melvor-idle",1,"Not so popular"
"void-tyrant",1,"Not so popular"
"retro-bowl",1,"Not so popular"
"the-technomancer",1,"Not so popular"
"dragon-quest-of-the-stars",1,"Not so popular"
"curse-of-the-dead-gods",1,"Not so popular"
"need-for-speed-series",1,"Not so popular"
"escape-lala-2",1,"Not so popular"
"nhl-19",1,"Not so popular"
"symphogear-xdu",1,"Not so popular"
"project-diva-series",1,"Not so popular"
"call-of-cthulhu",1,"Not so popular"
"buzz-aldrins-race-into-space",1,"Not so popular"
"kaios",1,"Not so popular"
"madden-05",1,"Not so popular"
"oculus-home",1,"Not so popular"
"f1-manager",1,"Not so popular"
"anti-idle",1,"Not so popular"
"abobos-big-adventure",1,"Not so popular"
"disco-elysium",1,"Not so popular"
"starcrawlers",1,"Not so popular"
"walking-simulator",1,"Not so popular"
"super-robot-wars",1,"Not so popular"
"sudoku",1,"Not so popular"
"episode",1,"Not so popular"
"resident-evil-resistance",1,"Not so popular"
"x-plane-11",1,"Not so popular"
"fiendish-freddys-big-top-ofun",1,"Not so popular"
"glulxe",1,"Not so popular"
"lonely-mountains-downhill",1,"Not so popular"
"ori-and-the-will-of-wisps",1,"Not so popular"
"tabletopia",1,"Not so popular"
"resident-evil-3",1,"Not so popular"
"dr-mario-1990",1,"Not so popular"
"war-robots",1,"Not so popular"
"forza-motorsport-7",1,"Not so popular"
"vertical-drop-heroes",1,"Not so popular"
"old-world",1,"Not so popular"
"post-mortem",1,"Not so popular"
"minecraft-rtx",1,"Not so popular"
"hat-trick-hero-2",1,"Not so popular"
"yakuza-kiwami",1,"Not so popular"
"card-crawl",1,"Not so popular"
"phoenix-point",1,"Not so popular"
"streets-of-rage-4",1,"Not so popular"
"noctropolis",1,"Not so popular"
"god-of-war-ghost-of-sparta",1,"Not so popular"
"trials-of-mana",1,"Not so popular"
"hydroneer",1,"Not so popular"
"pummel-party",1,"Not so popular"
"sushiparty.io",1,"Not so popular"
"supertuxcart",1,"Not so popular"
"sea-dogs-abandoned-ships",1,"Not so popular"
"trails-from-zero",1,"Not so popular"
"pokemon-snap",1,"Not so popular"
"the-dark-crystal-aor-tactics",1,"Not so popular"
"stream-raiders",1,"Not so popular"
"session",1,"Not so popular"
"satisfactory",1,"Not so popular"
"nuzlocke",1,"Not so popular"
"dopewars",1,"Not so popular"
"my-colony",1,"Not so popular"
"the-lego-movie-2-videogame",1,"Not so popular"
"openemu",1,"Not so popular"
"jurassic-park-operation-genesis",1,"Not so popular"
"lufia-and-the-fortress-of-doom",1,"Not so popular"
"daytona-usa",1,"Not so popular"
"neon-abyss",1,"Not so popular"
"the-escapists-2",1,"Not so popular"
"powerhouse",1,"Not so popular"
"gauntlet",1,"Not so popular"
"soda-dungeon-2",1,"Not so popular"
"dota-gemtd",1,"Not so popular"
"micropede",1,"Not so popular"
"asterix-obelix-xxl-2",1,"Not so popular"
"rusty-lake-hotel",1,"Not so popular"
"f1-2020",1,"Not so popular"
"sega-rally",1,"Not so popular"
"musician-simulator",1,"Not so popular"
"troy-total-war",1,"Not so popular"
"children-of-morta",1,"Not so popular"
"judgement-ps4",1,"Not so popular"
"spiritfarer",1,"Not so popular"
"griftlands",1,"Not so popular"
"football-manager-2020",1,"Not so popular"
"final-fantasy-crystal-chronicles",1,"Not so popular"
"hell-let-loose",1,"Not so popular"
"the-house-of-da-vinci",1,"Not so popular"
"mini-world",1,"Not so popular"
"runabout-2",1,"Not so popular"
